text,label,source,anime
20260204 镜生妖妄傀儡惊 一念震碎赛博清 初看只觉得十分震撼 各种3D 光影变化让人目不暇接 反应过来时已经看不懂在说什么了 逼味比上一部更重 看到最后才反应过来在讲什么  这部把描写重心放在人偶上  借“性偶植入儿童Ghost并失控杀人”的案件 抛出根本疑问：意识如何定义人？ 延续前作的身心二元论思辨 更进一步质问肉身的价值：义体化、网络化让身体成为可替换的“壳” 但情感、记忆、羁绊仍需肉身或符号化载体（如巴特的狗）来锚定 呈现技术对人性的异化与反噬  标题“无罪”是反讽：真正“无罪”的是无意识的本能（如在有自我认知前的儿童或动物）与无实体的绝对意识（如素子），而有自我认知的人因贪婪、冷漠、逃避责任而“有罪” 为了逃避罪责所以想回到婴儿的认知状态而要实现这个目的唯有死亡 所以无罪本身就是没有答案的,positive,bangumi,攻壳机动队2 无罪
Top3中期最好看，作画领先于时代，打斗场面算是我看过最帅的，人设极具魅力，故事也不错，看过动漫神回最多的一部，oped太强了，基本没跳过，每集最后ed响起就会很感动，缺点是刚开始看完一集没那么想接着看，毕竟是独立单元回，缺乏悬念，后面对角色有了感情就很有兴趣看了，结局没有那么好，故事没有想象中的凄美，但也合格,positive,bangumi,混沌武士
回复 72099393120bili 搜番名就行了,negative,bilibili,转生成蜘蛛又怎样！
索博C44拖拉机,negative,bilibili,JOJO的奇妙冒险 石之海
Go on,neutral,bilibili,四月是你的谎言
直感ex,positive,bilibili,比宇宙更远的地方
不是我一直觉得这里像ai,neutral,bilibili,少女乐队的呐喊
像勇者打怪一样进行升级的古典套路，每一场战斗都是对双方发自灵魂的考验。少女并不是想依附王子而喜欢王子，而是遵从自己本心所想之事最后成为王子。一个人的力量虽然弱小但并不代表没用，总有一天这股力量会冲破旧的秩序（1999年的旧世纪）迎接明天（新世纪）的到来。（比起更大主题，更多的还是几原对自己的思考）（可以结合s1当时的讨论帖结合几原的访谈进行观看）,positive,bangumi,少女革命
好go的色调啊,positive,bilibili,少女乐队的呐喊
或许是我完整看下去的第一部3d日漫，视觉效果不僵硬，ep10的演出不错，76,neutral,bangumi,mygo
ugo复活我能理解，优纪就过分了吧，她的数据又不在uw服务器里,neutral,bilibili,刀剑神域 爱丽丝篇 异界战争 -终章-
心里的top1，没有之一，作为萌系日常番的天花板，轻音真的叙述了青春的美好，后面毕业了真的给我看哭了，27集的量也是让观众越看越喜欢，在我心里轻音就是最伟大的作品,positive,bangumi,轻音少女 第二季
Qixiaole,neutral,bilibili,颂乐人偶
解锁武器高松灯SSS,neutral,bilibili,少女乐队的呐喊
YouGo,neutral,bilibili,少女乐队的呐喊
"回复 浪了个旺旺菌QWQ 其实我个人不喜欢抢热评，抢前排（众人：明明是你丫不会技巧），我一般都会看完生肉后，在用4560分钟内赶写一篇感想，用我并不熟悉的母语。

热评不热评不奢求，只要有更多人能看到，幸运的话提提意见，分享一下心得，我就会倍感满足",negative,bilibili,徒然喜欢你
jh,neutral,bilibili,比宇宙更远的地方
回复 Maggieshgan 我觉得旁白还行吧，本身旁白就是要客观,negative,bilibili,间谍过家家 中配版
和Clannnad好像,neutral,bilibili,四月是你的谎言
回复 yzmcat 有个包子馅叫大葱猪肉馅，哪怕是你要吃纯肉的，也得放葱姜水花椒油十三香，这连续开会就是纯肉包了个包子，除了加了点盐尝尝咸淡啥都不放啊。,negative,bilibili,关于我转生变成史莱姆这档事 第三季
（810）“你是为了谁而弹奏的呢”薰的出现让公生找回了弹琴的意义，从开始的为了母亲到为了观众，实现了摆脱乐谱镣铐的伟大跨越。从此刻起公生的时间开始流动了，有人的时间却停止了。动漫引入萤火虫、烟花等意向，在前期无不暗示着薰的悲惨结局，“仿佛要消失一般脆弱，但竭尽绽放着生命之光”，这正是薰一生的真实写照。果然音乐最能打动人心，正如剧中所说“音乐也许会超越语言”，四谎的音乐叙事手法极为成熟，灵魂互奏的ep18令人动容，虽无法见面，仅通过音乐却胜过千言万语。除此之外作品也不乏文字魅力，穿插的大量心理描写极其加分，在感动的同时也增添了青春文艺的质感。ep22遗书的出现，铺垫22集的压抑在此彻底释放，动画组完成了对向死而生最诗意的诠释，此刻我们也明白友人A的真正含义。怎么会不遗憾？但“穿着鞋就进来了呢”，想到公生的心中住着关于薰的记忆，似乎算是对我自己的慰藉吧,positive,bangumi,四月是你的谎言
ep1观感很棒啊，这个演出真的能让人投入其中，而且不会觉得无聊ep9的结尾真的太棒了！,positive,bangumi,四叠半神话大系
olnl,neutral,bilibili,转生成蜘蛛又怎样！
oVO,neutral,bilibili,Angels of Death
Toilet,neutral,bilibili,比宇宙更远的地方
【A】“满月从下一天开始就会月缺，而十四日的月亮却还有明天。”正是因为追不到，才会永远追下去。本作采撷了《Perfect Blue》中演戏与现实交织的呈现方式，旧瓶装新酒，发扬光大。不同于《PB》凌厉的硬切，本作的转场和剪辑更加成熟、大气、从容，恰似横贯女主一生的神性。结尾的超长蒙太奇回扣全片，用画面阐释永久的追逐，堪称“把一件无聊之事讲到极致”的典范。不过也因此，剧情的内核保守无趣，余味甚少。此外，从《PB》继承的手法只在影像层面更炉火纯青，对手法的理念开拓却相形见绌，戏中戏的指涉仅仅停留在女主的心境和简单的历史呈现上，无论是演戏本体还是对该手法的元反思都比较空乏。,neutral,bangumi,千年女优
；了，pl】【,neutral,bilibili,葬送的芙莉莲
回复 snafugod snafugod 多看几遍就好，看的多了自然而然就懂了,positive,bilibili,冰菓
回复 TNT轰炸 那他一个穿越者怎么成了npc的超级迷弟了呀，这不对劲,negative,bilibili,转生成蜘蛛又怎样！
nfc就是好用,positive,bilibili,颂乐人偶
之前夕弦和耶俱矢就可以同时kiss（,negative,bilibili,约会大作战 第四季
我get到有马了,neutral,bilibili,四月是你的谎言
9。202551imax场观看，2025517杜比二刷，是的幽灵公主就是我目前看过的最喜欢的宫崎骏电影。作品中宫老没有加入常在他其他作品里出现的飞行器元素，而是将故事深深地扎根于辽阔的大地中（并辅以久石让恢弘壮阔的配乐），最终呈现出厚重的文化、深刻的内容和出色的表现力。与其他作品相比，幽灵公主节奏紧凑，故事环环相扣，足以看出其对于人类发展与自然间必然矛盾的理解相当深入，但我自己却很难看清老爷子本人对此态度是希望还是悲观。幻姬和小桑在各自的立场下都已做到最好，人类内、自然内、人与自然之间宛如政治戏般的冲突似乎是某种因果发展的必然，那在这样的循环中到底重要的是什么呢？是活下去，是月夜里男主救出小桑后的那句“活下去，你真的很美”，是灾难后达达拉城的女人与男人间在湖中心团聚，也是最后一幕绿植中新生的可爱树精。此刻，某颗绿色的种子已经在我心中生根发芽。,positive,bangumi,幽灵公主
p4g啊,neutral,bilibili,颂乐人偶
猎奇系轻百合，很挑观众一般人接受不了这个，动漫的艺术水平其实不高。能大火的原因大部分是能满足国内观众的猎奇心理，也有二次元对新奇事物的包容性。mygo是bangdream从日常轻百合向商业化音乐番的成功转变，她真正开创了少女乐队这一爆款题材，和kon孤独摇滚已经后来的闺泣并称少女乐队四大名著。,positive,bangumi,mygo
EVA TV版总集篇,positive,bangumi,新世纪福音战士剧场版 DEATH(TRUE)2/Air/真心为你
在这沉重的背景下，Z无愧于经典之名作，也是五十多集下来又一部长篇史诗。相较于0079，故事背景更加复杂化，登场势力众多也把各方斗争描写的更加精彩。主角卡谬的成长相当深入人心，各方登场的其他角色也并非背景板，而是将角色们的挣扎在时代背景下衬托的淋漓尽致。战争是残酷的，每个人都逃不开名为战争的漩涡。哪怕是夏亚也不能例外，从置身事外到妥协，再到最后与卡谬的对话很难不为之动容。情感戏方面则虽略有槽点，但并不影响最后结局的震撼。我很想让时间回到某一刻，似乎那样就能让卡谬、夏亚与阿姆罗的未来改变。战争夺取了所有人正常追求幸福的权利，温柔正确的人反而难以生存。这场战争没有胜者，没有赢家，有的只是对长眠宇宙中的人们深深的思念。,positive,bangumi,机动战士Z高达
回复 咖啡真是苦 这样的嘛，bilibili赢了啊，这次,negative,bilibili,mygo
MySQL从入门到入狱,neutral,bilibili,魔女之旅
踏仙君：嗯？本座？核善微笑jpg,positive,bilibili,工作细胞 第二季
"非常经典的渡边式公路番，剧情有半分之五十都有点无聊，百分之二十很抽象，其他还是有很多集精彩的单元回，作画和音乐于星际牛仔一样属于是头一份了，就是这个剧情你真的不能较真，Dont think ，Just feeling
还有就是这番真的不能一口气追完，每天看两集挺合适的了，毕竟剧情不连贯，一口气看10多集真的能把人看睡着，属于是和星际牛仔一样的效果，但是没用星际牛仔的人物装逼，但是星际牛仔的剧本要比混沌武士稍微扎实一点，当然也仅仅是一点，这番也属于是很有特色值得补番，但是我也不会主动安利给朋友的类型，毕竟本人对动画的Top要求一直都是剧本，其次才是演出作画和音乐，公路片的动画做得好的还真的挺少的，印象里面也只有少女终末和魔女猎人以及奇诺之旅，如果芙莉莲也算的话都是剧本比较出彩的",neutral,bangumi,混沌武士
新的S〇X素材预订,positive,bilibili,颂乐人偶
请看WCA,neutral,bilibili,约会大作战 第四季
OverDrive,neutral,bilibili,鬼灭之刃 刀匠村篇
简直是UFO,negative,bilibili,鬼灭之刃 柱训练篇
男主以为自己是友人a但其实是男主，真正的友人a以为自己是男主,negative,bilibili,四月是你的谎言
此处应该有saber,negative,bilibili,约会大作战 第四季
回复 Silver弹丸 嗯？？求5t衬衫被弄脏出处,negative,bilibili,咒术回战
我不是自动挡吗？op怎么还没结束,negative,bilibili,转生成蜘蛛又怎样！
AP镇痛片（）,neutral,bilibili,魔女之旅
先叠甲，以防孝子喷我：我评价动画一向不喜欢考虑时代因素，因为我又不是那个时代的人，你指望我能为他们的感受想这么多？正文：配乐和内容的适配度相当高，除外戏剧化描写外对Tom的行为逻辑也和现实中的猫很像，剧情都很简单谁都可以看懂，而且不管什么人种国家文化都可以在其中获得快乐，但是单元剧质量层次不齐，有些确实很厉害，值得高分，但是也有很多很多制作简直就是纯纯灾难，而且这动画如果一口气看上10集的话就腻了,negative,bangumi,猫和老鼠
明显是因为霸凌而产生的PTSD,positive,bilibili,少女乐队的呐喊
好好想想啊喵梦 回去要打236bpm的火三角 演唱会还要三首连打,neutral,bilibili,颂乐人偶
非常赞同该帖：  很酷的姐穿着很酷的外套，结果外套里面是兔女郎衣服。我知道日漫里的卖肉无法避免，但所有人都穿得很正常的同时，女主穿成兔女郎（加个皮外套）就很神经，很多角度像个穿内裤出门的暴露狂，真受不了。如果所有人都穿得这么也就罢了，怎么就她一个穿这样，这还是同一个背景下的人物吗。剧情里还老穿插女主胸部臀部挤压特写日本人你也太饥渴了，第四集看一半实在受不了了，我的评价就如同1分所代表的“不忍直视”。评价得再神，我也忍不了了。说真的，有本事就把穿内裤的女主放在封面，而不是封面放个看着很酷的女特工，结果剧情里一直穿成兔女郎。她还和另一个男的说“大男子主义令人反感”，这个画面太讽刺了。,negative,bangumi,攻壳机动队 STAND ALONE COMPLEX
独特的SHAFT，或者说新房式的演出自不必说，水彩式的美术风格也是很值得称道的，可能一开始看不习惯，但是是越看越舒服的类型。音乐也时刻与画面相称，情绪的调动也很到位。“漫漫路上面要面对的只有自己”“无法成为姐弟，也无法成为陌生人”，通过类似的话语，剧情的优秀可见一斑，在充盈的窒息感之余也传递出别样的温情。或许，渡过桥后，你也能遇到自己的三月町。,positive,bangumi,3月的狮子
展示雪鸮毛裤jpg,neutral,bilibili,夏目友人帐 第七季
作为卖角色的典型作品，可谓相当成功。第一集时我面对着十余个角色的轮番上场不知所措，最终回的混剪时我恍然发觉每个人都深深地留在了记忆之中。但受限于篇幅，真正立体的角色也只有春香和千早，其余算是被比较用心地贴了标签。开头几集的观感实在不好，充满了典中典的凝视和宅味，但没想到这是一个陷阱直到EP7弥生篇打破了偶像的箱庭，把镜头置于光鲜亮丽的包装之后的烟火气，才体现出本作真正出彩的地方，即它真的在讲偶像如何一步一步走上更大的舞台的故事。我不禁为日本动画的题材多样性而感叹。本作用类单元剧聚焦角色剧情，其中也灵活穿插了更远的伏笔和情节，故事构成上令人惊喜。但单元剧之间也有着质量参差不齐的缺点，神回和烂回交织，反派的塑造工具刻板，令人失笑。EP20后的千早线和春香线才算是都令人满意，对事务所进行了新的诠释。其中高雄統子的演出简直大放异彩。总体是一次温暖的体验。,positive,bangumi,偶像大师
rikki,neutral,bilibili,魔女之旅
回复 安古伊萨Factos  第二季雪乃，太温柔,negative,bilibili,我的青春恋爱物语果然有问题。
演出绝对是几原邦彦一个很重要的关键词。ep1：这胸中剑比罪恶王冠早了15年,negative,bangumi,少女革命
"荒矢田高校4大超能力者：
土间埋，变身能力者，可从160cm身高的少女变成50cm左右的仓鼠精。其兄长也拥有变身能力，但只能将头发的刺延长。
海老名菜菜，蒸汽能力者，可从头部散发出高热度的水蒸气，其兄长与她拥有一样的能力。
橘 希尔芬福特，瞬移能力者，似乎是从其母亲身上继承而来，能力略弱于其母，只能在旋转时瞬移。
本场切绘，隐身能力者，与其他几名能力者不同，她似乎是通过常年想要隐藏自己修炼而成而非通过遗传获得的能力。根据为其兄长并未发现具有类似的能力。",positive,bilibili,干物妹！小埋R
"第一话很有趣，联系了现实中的热梗，比如YouTuber之类，一如既往的恋爱喜剧的味道
第二话主要围绕白银和辉夜的感情线，这方面一直不是这部番的强项
听说还有后续真没想到",neutral,bangumi,辉夜大小姐想让我告白 通往大人的阶梯
这里貌似有bug，乐队名字应该刚有几个小时，结果这里显示了名字,negative,bilibili,少女乐队的呐喊
O0,neutral,bilibili,Angels of Death
sora2,neutral,bilibili,颂乐人偶
"5678101112
这几话是确实没有什么致郁成分的，观感也确实不错，不过其他几话的致郁实在是太多了。
“该作以连作短篇集的形式撰写，一方面是因为他觉得这样比较容易让人拿上手，阅读起来也比较轻松；另一方面也是因为他想在书中同时写下快乐的故事和黑暗的故事。”维基上的介绍也确实描述了这部番的特点。
只看上面的几话的话我感觉是可以给到8甚至9分的，作画很精良，剧情也不错。但是加上了这几个黑暗的故事之后确实只能给到6分。
这部作品其实也是很真实的反应了一般人的心理吧，有美好的憧憬，也有黑暗的角落。
PS：沙耶我真的好可！",neutral,bangumi,魔女之旅
这雨天啊这没GTA4不科学啊这物理引擎,neutral,bilibili,少女乐队的呐喊
回复 Megumi惠痴 雪之下虫乃别问，问就是真香,negative,bilibili,我的青春恋爱物语果然有问题。完
怎么哪里都有home吖（喜）,negative,bilibili,约会大作战 第四季
大筒木桃式（考哥jpg,positive,bilibili,鬼灭之刃 柱训练篇
宅文化的解构与再生产252圣地巡礼25916n刷,positive,bangumi,幸运星
讲道理，这个地方芙还有后招，如果这个planA不成，就把结界破了，下雨天，这两抓鸟不是随便抓,negative,bilibili,葬送的芙莉莲
学过代码的都知道，class说的是类,positive,bilibili,Fate/stay night [Unlimited Blade Works] 第一季
yamori（傲娇）,neutral,bilibili,少女乐队的呐喊
从美大到三月町，在这些温情空间里生活的善良的人们，无论平时再怎么嘻嘻哈哈，神经大条，都能被羽海野老师敏锐地捕捉到他们相处时那个最本真、最动人的瞬间。与前作不同的是，这次她更具野心：选择让更露骨的恶意侵蚀自己筑起的那个温情空间，并以之在恶意前的固若金汤，去衬得其可贵，去让人想生活在其间。（另外实在没必要苛求一位漫画家能为困扰一个国家几十年的问题提供完全服众的解答，愿意花近十集的篇幅去写观众看到就会烦的题材的校园片有几何？）但这种创作又与市民喜剧间存在微妙差别，可能后一类型的顶端能够完全把“喜”自然融入到一事一物中，无需在搞笑和煽情之间划线，亦无需借助夸张的漫符去表达。（参考小津和高畑）曾认为SHAFT风格最潮的是文字PPT以及45度角，现在反觉得色彩间的明艳协调是最可贵的。而今外头冷雨淅淅沥沥，多想唱「春来」，去迎接那个绵羊般和煦的春日。,positive,bangumi,3月的狮子 第二季
回复 hongyuu 开公司是被信任的人背叛了吧,negative,bilibili,虚构推理 第二季
致敬传奇压力王rikky,positive,bilibili,少女乐队的呐喊
《银英传》作为一部长篇OVA，也作为一部三国演义类型的历史性或历史型小说改的太空歌剧，也作为一部浩瀚无垠的浪漫史诗，实在是经典中的经典，现在的日本已经没有这种质量如此之高的OVA了，毕竟在那个年代也只有追忆、0080这样高度的OVA能与其相比了，它包罗万象，面面俱到，画面优美，可以说是全方面发展了，民主、政治、战争无不描写，它作为政治剧，虽然政治方面描写，欠缺火候，不深刻，战争描写格局小但元素众多,positive,bangumi,银河英雄传说
回复 Fatery 对啊，前几集的蜜蜂也是，好多人都怂恿坂本拍死蜜蜂，结果他用圆规夹住放出去（这尼玛谁做得来啊！），操场那条走丢的狗也是即使注意到。,negative,bilibili,在下坂本，有何贵干？
Emm有点奇怪,negative,bilibili,魔女之旅
对地球人持悲观态度的夏亚又站在了阿姆罗的对立面。夏亚和阿姆罗都有了最后一任新女友。哈萨维长大了，葵丝登场。短短时间里喜欢过两个男人又被两个男人喜欢，这很UC。名言“阿姆罗，我现在正干着贪得无厌的事。”“高达不只是好看而已！”“拉拉逊可是能成为我母亲的女性！”感觉夏亚到这里才有了更深的塑造。,positive,bangumi,机动战士高达 逆袭的夏亚
jiu ni biu 牙白一,neutral,bilibili,四月是你的谎言
"瑕不掩瑜
“卡缪比丹，出击”的时候真的哭爆了
我尚且没有能力清楚地解读作品的政治性表达，但卡缪和夏亚身上的理想主义从闪闪发光到一步步破灭的过程依然能引起共鸣。在尚处于经济上行期，理想主义任然大行其道（飞跃巅峰）的时候能写出这样抱有现实的担忧，又没有完全失去希望的作品，Z是超越了时代的",positive,bangumi,机动战士Z高达
真3a大作,positive,bilibili,约会大作战 第四季
柱子，你tnd打歪啦！,negative,bilibili,比宇宙更远的地方
诶！我们在live中穿插舞台剧表演不就行了，代号ob一串字母,negative,bilibili,少女乐队的呐喊
死给 死给 带死给 给古see柚 买哈尼,negative,bilibili,约会大作战 第四季
486居然还有时间打go,negative,bilibili,少女乐队的呐喊
soyo极限1保4,negative,bilibili,颂乐人偶
别老ky你那死人EVA 碇真嗣也配和仁菜比？,neutral,bilibili,少女乐队的呐喊
回复 zhcnhan 但是弹幕还是以前的 时间轴甚至有部分对不上,negative,bilibili,Fate/Zero 第一季
这里狂三用四之弹boom了自己的头所以被掐了,negative,bilibili,约会大作战 第四季
什么都不行，那TM还谈个P，Natural Killer Cells在此，癌细胞受死口,negative,bilibili,工作细胞
底牌也是fake的fake人，红a没错就是你,negative,bilibili,Fate/stay night [Unlimited Blade Works] 第一季
桐娅锁死。Alice由我来安慰,negative,bilibili,刀剑神域 爱丽丝篇 异界战争
ohno！ohno！,neutral,bilibili,四月是你的谎言
回复 odaahhh 点开图片，长按,negative,bilibili,魔女之旅
很好看，信息量极大，追番的话满分 朱雀这个角色真是不吐不快，他的存在，也就是他的身世（弑父投降）、他的能力（bug级战力）、他的理想（），一切都是矛盾而且不合时宜的，偏偏这些矛盾集合在一起，造就了一个毫无建设性的（极其软弱，官腔点就是缺少改变世界方法论），但又对故事走向影响极大的，我愿称之为《得到女神赐福的多愁善感迷茫日本初中男生但穿越目的地是战锤世界！？》的主人公。md，回头一看写的都是一堆什么欧化语法,positive,bangumi,Code Geass 反叛的鲁路修
675全面低配版虫师，剧情总觉得差口气，其他方面也一般ep6这个不说谎设定其实有很大的讲出好故事的潜力，但最后选择的走向算其中最无聊的了,neutral,bangumi,魔女之旅
绝对方位感，md完完全全是轻音的配置啊kora,positive,bilibili,比宇宙更远的地方
"达到极致的疯狂
我到死都想不到反转那段剧情是如何想出来的
某种意义上来说是一个Happy Ending",positive,bangumi,剧场版 魔法少女小圆 [新篇] 叛逆的物语
回复 KONGO金刚 3能打成6，说明你是想谢罪了。,negative,bilibili,盾之勇者成名录
叫ave Mujica,neutral,bilibili,少女乐队的呐喊
我是来看Kirakira的乐队番的啊喂,neutral,bilibili,颂乐人偶
妖怪：我的CP be了,neutral,bilibili,夏目友人帐 第七季
nono,neutral,bilibili,四月是你的谎言
睦没意见m不一定awa,negative,bilibili,颂乐人偶
致命ID是吧,negative,bilibili,颂乐人偶
阿克西斯之光就是人类之光，无论是逆鸭还是turnA，见证过富野刻画的一系列恒久又沉重的斗争和悲剧的轮回后，观众（也许还有富野自己）期待着起码一点希望，期待着在“无解的莫比乌斯环”的最后人类的光芒还能存续下改变的力量。然而事实是在富野描绘的腐败革命新政府马不停蹄地再陷入极端腐败的简单循环下，这样的一种期待没有实现的可能，所以你会看见新吉翁士兵突然倒戈来推阿克西斯，看到被精神力的光芒推回去的陨石，看到自己实施制裁的turnA大概只有机械降神才能给充满绝望的UC宇宙一点希望吧,positive,bangumi,机动战士高达 逆袭的夏亚
通过NipaPlay同步 观看122集,positive,bangumi,3月的狮子
想性方面的，死全family,negative,bilibili,魔女之旅
五集弃。让我京蜜转京黑的一部动画，应该也是我看的最后一部京都动画。曾经我为京都的制作感到震撼，无论是作画还是演出均让我感叹过化腐朽为神奇。不管是怎样平庸的原作，四格漫画又或者流水账轻小说，均能被京都改的熠熠生辉。可我在看完近十部京都后产生了困惑：为什么京都改编的永远是此类原作？（除去早期作品外）共同点大多为：高中校园、弱主线单元剧、轻百萌系、流水账日常系以及朋友所述的「二次元文脉」。京都作品确实是最二次元的，女角色往往婀娜多姿、极具魅力，它们是擅长卖女角色的但若是观众无法Get这点又或者失去这点，作品马上就会令人索然无味（早期作品除外）。例如Free，即便风格与以往一样，但只需男女性别互换就会导致风评与热度大为下降。可无奈我对上述特征丝毫不感兴趣，至此京都在我心中的印象也已彻底反转，「流水账日常」替代「画面惊艳」成为了京都的代名词,negative,bangumi,吹响吧！上低音号
记住第28个赞是我给的，还有放学你有本事就别跑ampquot,positive,bilibili,Charlotte
不确定是首还是2刷剧场版。笑点满满，“azu cat”出来时憋不住笑出声。流水剧情作为游记很合理，可惜感觉相比tv单元剧总缺了点什么。依然是，用最接地气的歌词呐喊元气满满。感谢京阿尼。,positive,bangumi,轻音少女 剧场版
RE：从零开始的狂三,neutral,bilibili,约会大作战 第四季
4k画质真爽,positive,bilibili,Fate/stay night [Unlimited Blade Works] 第一季
skill out,negative,bilibili,魔女之旅
op ed都好好听,positive,bangumi,葬送的芙莉莲
小决是isfp吧,neutral,bilibili,比宇宙更远的地方
Go work ？,negative,bilibili,工作细胞 第二季
re：0魔女的即视感,positive,bilibili,四月是你的谎言
回复 Zachary 因为这是one要是村田，不敢想,negative,bilibili,路人超能100 III(灵能百分百 第三季)
回复 Celolioe 犀利,negative,bilibili,间谍过家家 粤配版
回复 YuYan 应该是指同时间段里的小说内容，,negative,bilibili,关于我转生变成史莱姆这档事 转生史莱姆日记
goodluck,neutral,bilibili,国王排名 勇气的宝箱
杰克VS爱哭鬼,positive,bilibili,Angels of Death
回复 Enfin咔布 并非是中性，而是无性毕竟本体就是一个球,neutral,bilibili,致不灭的你 第三季
"派尔集合淋巴结Peyer39s patches是分布在小肠绒毛间长约数厘米的特殊结构，它的名字来源于最早发现者，瑞士解剖学家约翰派尔（Johann Peyer）。派尔集合淋巴结上面是一层肠上皮细胞，其间分布着许多微皱褶细胞（Microfold cell 简称M细胞，由于它上面一层呈现许多微小皱褶所以叫这个名字）。因为普通肠上皮细胞有微绒毛冲刷病菌，所以肠道里的病菌更容易游动到M细胞处，M细胞的结构也容易使它吞下病原体，交给背后的树突状细胞和巨噬细胞分析；不仅如此，派尔集合淋巴结内部也大量存在着B细胞和T细胞，能在收到报告后及时作出免疫反应，中性粒细胞则是在接到命令后再赶来。但这样的机制不是始终有效，例如：志贺氏杆菌（Shigellae）可以直接穿透M细胞，感染肠上皮细胞；沙门氏菌（Salmonellae）会直接杀死M细胞，接着再感染巨噬细胞和肠上皮细胞，严重者进入血液引发大面积感染。

弯曲杆菌（Campylobacter）是一类呈逗号或S形状细菌的统称，其中最常见的致病型为空肠弯曲杆菌（C jejuni 空肠是指小肠的中间部分）。胃酸对进入胃里的空肠弯曲杆菌有显著杀伤效果，但弯曲杆菌夹杂在食物饮料中时可混进肠道，入侵时，人体内多种细胞通过Toll样受体2号和4号（TLR，一类细胞膜上的蛋白质）识别出弯曲杆菌，进而分泌出细胞因子，如白细胞介素6型（IL6）和肿瘤坏死因子（TNF）来造成发炎（虽然很痛，但发炎有利于免疫细胞传递信息和自身游走）、分泌趋化因子，如IL8以动员更多中性粒细胞前来吞噬弯曲杆菌。不过空肠弯曲杆菌可以避开被TLR5和TLR9识别，从而减弱发炎，并造成难以调动T细胞、B细胞、巨噬细胞和NK细胞作战（关于应对弯曲杆菌时的特异性免疫，如T细胞和B细胞的作用，相关研究还不明确）；值得一提的是，肠上皮细胞在面对敌人时并非毫无还手之力，它也会分泌和防御素来杀死弯曲杆菌。",negative,bilibili,工作细胞 第二季
评论区有福利BV1uL411E7PD,positive,bilibili,工作细胞：细胞大作战
风速仪这个意象重复出现了好多次。ep2224竹本个人回对应着原作我最喜欢的单卷，青春公路系真好啊。,positive,bangumi,蜂蜜与四叶草
一家人就好整整齐齐 hhhhhhhhhh,positive,bilibili,OVERLORD Ⅱ
回复 魔法少女mahiro酱 应当讨伐之兽小太刀,positive,bilibili,命运-冠位指定 -神圣圆桌领域卡美洛- 前篇 漂泊的银之臂
童磨和太宰治是同一个CV,negative,bilibili,鬼灭之刃 刀匠村篇
钻尘其他人：mmk给我写的  hina：明明是nina给我写的,negative,bilibili,少女乐队的呐喊
革命与stage的搭配很赞，整体浮动着一丝氤氲的气氛，80来自疯狂的比物暗示意象，20来自商业操作下节奏混乱带来的某些接受上的失真。舞台剧最忌拖延。,positive,bangumi,少女革命
这种友情真的太美好了TAT,positive,bilibili,比宇宙更远的地方
M109，压上去！！,negative,bilibili,魔女之旅
kolacoca可还行。,positive,bilibili,比宇宙更远的地方
"202621已补，校园日常聊天番。07年老番，画风很可爱。ed好省钱，还是连续剧，每集唱的歌都不一样BGM好有意思日常剧情还不错，大部分都在聊天唠嗑。美幸天然呆眼睛娘可爱捏，此方真中二宅女，喜欢打电动，被游戏耽误的学霸啊小神晶粉切黑，变脸不扣豆，大型精分现场，好颜艺！真老戏骨。
吃谷人太赞同此方的话了！老师也玩游戏啊这番真的太真实了！美幸萌娘百科可还行。此方是真的喜欢吃巧克力螺卷面包啊小司好萌啊！此方太懂了，呆毛是本体。美幸太迟钝了这番科普真不少。傲娇镜大人ep13及之后的ed直接三维了，好抽象啊这番好多玩梗。橘势大好，百合赛高！ep21白石暴走了好家伙。泉爸老萝莉控了ep22还有纯爱刀，泪目了小镜被此方拿捏的死死的",positive,bangumi,幸运星
消耗50tp使用“粗碎暴击”！（三角符文玩多了）,positive,bilibili,魔女之旅
所以asprera这个多出来的r是拼错了还是有意为之,negative,bilibili,颂乐人偶
补一下评分，常看常新的神作，在政治、哲学、宗教方面都是有深度的刻画，菅野洋子的配乐依旧顶级，i do是真的喜欢，可惜的是近几年乃至以后的动画很难再出现像这样优秀到堪称艺术品作品了。这部相对严肃而且晦涩难懂的作品里，很喜欢塔奇克马们时而带来的轻松氛围，最后真的希望能把他们的ghost找回来啊,positive,bangumi,攻壳机动队 S.A.C. 2nd GIG
院线二刷  时过境迁，一个人心境的改变真的可以在作品中体现出来。新剧场版以一种更加温和的方式迎来了每个人的补完，心中顿生不知由何而来的感动。它陪伴我们太久，也该再见了所有的evagelion,positive,bangumi,福音战士新剧场版：破
anon tokio,neutral,bilibili,少女乐队的呐喊
好听oo,neutral,bilibili,异度侵入 ID:INVADED
谁搁那说的white lily，笑死我了,negative,bilibili,魔女之旅
what can I say，给个中肯的分数吧,neutral,bangumi,无职转生～到了异世界就拿出真本事～ 第2部分
